"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상"
"서울특별시 은평구 응암제2동(1138059000)","27,999","27,999","3,139","2,437","2,572","4,655","5,534","3,883","3,100","1,754","820","101","4"
"서울특별시 은평구 응암제3동(1138060000)","24,193","24,193","894","1,405","3,454","3,302","3,315","4,013","3,798","2,561","1,300","148","3"
"서울특별시 은평구 역촌동(1138062500)","45,038","45,038","2,199","3,256","6,366","6,124","7,208","7,618","6,522","3,892","1,672","173","8"
"서울특별시 은평구 신사제1동(1138063100)","26,861","26,861","1,406","1,894","3,791","3,882","4,071","4,392","4,097","2,238","978","111","1"
"서울특별시 은평구 신사제2동(1138063200)","19,678","19,678","947","1,485","2,696","2,681","2,926","3,318","3,164","1,627","745","85","4"
"서울특별시 은평구 증산동(1138064000)","17,920","17,920","1,040","1,477","2,391","2,396","2,642","3,021","2,737","1,479","655","78","4"
"서울특별시 은평구 수색동(1138065000)","13,174","13,174","949","929","1,661","2,017","1,868","2,338","1,913","962","479","58","0"
"서울특별시 은평구 진관동(1138069000)","55,358","55,358","3,840","7,324","6,763","6,318","9,989","8,825","6,711","3,589","1,721","264","14"
"서울특별시 서대문구 (1141000000)","305,623","305,623","18,465","22,589","49,010","44,049","45,151","48,894","40,057","23,389","12,362","1,581","76"
"서울특별시 서대문구 천연동(1141052000)","16,951","16,951","1,129","1,354","2,045","2,261","2,553","3,032","2,321","1,337","819","95","5"
"서울특별시 서대문구 북아현동(1141055500)","15,758","15,758","1,360","998","2,099","2,768","2,514","2,684","1,826","965","485","55","4"
"서울특별시 서대문구 충현동(1141056500)","20,178","20,178","1,147","1,264","3,254","3,362","2,913","3,236","2,715","1,402","752","124","9"
"서울특별시 서대문구 신촌동(1141058500)","20,310","20,310","601","973","8,227","3,643","1,968","1,935","1,429","919","537","73","5"
"서울특별시 서대문구 연희동(1141061500)","34,800","34,800","1,470","2,280","7,540","5,471","4,678","5,099","4,088","2,550","1,398","216","10"
"서울특별시 서대문구 홍제제1동(1141062000)","23,406","23,406","1,409","1,762","2,969","3,228","3,471","4,015","3,444","1,939","1,048","115","6"
"서울특별시 서대문구 홍제제3동(1141064000)","17,714","17,714","1,008","1,194","2,209","2,458","2,417","3,032","2,645","1,699","946","101","5"
"서울특별시 서대문구 홍제제2동(1141065500)","13,527","13,527","723","970","1,691","1,840","1,840","2,441","2,128","1,189","624","76","5"
"서울특별시 서대문구 홍은제1동(1141066000)","22,734","22,734","1,415","1,633","2,811","3,003","3,266","4,044","3,435","1,945","1,044","131","7"
"서울특별시 서대문구 홍은제2동(1141068500)","26,216","26,216","1,124","2,022","4,044","3,473","3,616","4,534","3,853","2,170","1,207","167","6"
"서울특별시 서대문구 남가좌제1동(1141069000)","15,362","15,362","1,913","1,575","1,387","2,115","3,126","2,179","1,599","928","475","61","4"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,626","29,626","2,538","2,399","4,190","4,235","4,924","4,463","3,516","2,160","1,059","135","7"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,853","17,853","1,271","1,913","2,016","2,192","3,159","2,972","2,304","1,300","654","71","1"
"서울특별시 서대문구 북가좌제2동(1141072000)","31,188","31,188","1,357","2,252","4,528","4,000","4,706","5,228","4,754","2,886","1,314","161","2"
"서울특별시 마포구 (1144000000)","367,584","367,584","22,601","27,603","61,237","63,010","59,182","55,283","41,300","23,551","12,065","1,681","71"
"서울특별시 마포구 아현동(1144055500)","25,199","25,199","2,627","1,746","2,956","4,691","4,404","3,850","2,891","1,210","712","103","9"
"서울특별시 마포구 공덕동(1144056500)","37,052","37,052","2,147","2,171","6,039","6,504","5,218","6,224","4,686","2,506","1,393","160","4"
"서울특별시 마포구 도화동(1144058500)","20,974","20,974","1,391","1,495","2,844","3,485","3,008","3,381","2,844","1,511","874","139","2"
"서울특별시 마포구 용강동(1144059000)","21,395","21,395","2,036","2,071","2,109","3,504","4,307","3,145","2,222","1,230","656","114","1"
"서울특별시 마포구 대흥동(1144060000)","14,555","14,555","596","859","3,628","2,459","2,016","2,063","1,499","861","490","76","8"
"서울특별시 마포구 염리동(1144061000)","16,919","16,919","1,375","1,603","2,538","2,683","3,142","2,514","1,585","917","501","59","2"
"서울특별시 마포구 신수동(1144063000)","22,461","22,461","1,648","1,811","3,317","3,478","3,723","3,658","2,567","1,447","707","102","3"
"서울특별시 마포구 서강동(1144065500)","24,890","24,890","1,735","1,672","4,923","4,142","3,881","3,711","2,625","1,359","739","98","5"
"서울특별시 마포구 서교동(1144066000)","24,911","24,911","738","1,184","6,231","5,396","3,628","3,119","2,240","1,469","779","123","4"
"서울특별시 마포구 합정동(1144068000)","17,160","17,160","795","885","3,252","3,571","2,554","2,331","1,954","1,153","577","85","3"
"서울특별시 마포구 망원제1동(1144069000)","19,752","19,752","920","1,181","3,230","3,761","3,052","2,918","2,379","1,540","684","83","4"
"서울특별시 마포구 망원제2동(1144070000)","18,519","18,519","1,023","1,506","2,788","2,854","3,085","2,860","2,242","1,460","624","71","6"
"서울특별시 마포구 연남동(1144071000)","14,870","14,870","550","742","3,155","3,013","2,212","1,944","1,658","975","538","80","3"
"서울특별시 마포구 성산제1동(1144072000)","18,914","18,914","805","1,375","3,180","3,265","3,173","2,874","2,262","1,309","609","60","2"
"서울특별시 마포구 성산제2동(1144073000)","39,528","39,528","2,126","3,254","6,737","6,592","6,091","5,934","4,420","2,842","1,325","199","8"
"서울특별시 마포구 상암동(1144074000)","30,485","30,485","2,089","4,048","4,310","3,612","5,688","4,757","3,226","1,762","857","129","7"
"서울특별시 양천구 (1147000000)","444,548","444,548","28,296","48,828","56,300","54,916","75,441","75,989","60,883","30,265","11,823","1,753","54"
"서울특별시 양천구 목1동(1147051000)","30,529","30,529","2,623","5,037","3,169","2,921","6,538","5,073","3,115","1,428","540","84","1"
"서울특별시 양천구 목2동(1147052000)","29,689","29,689","1,527","2,335","4,717","5,235","4,479","4,772","4,015","1,802","711","94","2"
"서울특별시 양천구 목3동(1147053000)","21,869","21,869","1,204","1,434","3,264","3,945","3,127","3,547","3,183","1,458","607","95","5"
"서울특별시 양천구 목4동(1147054000)","25,164","25,164","1,164","3,144","3,975","2,737","4,215","4,898","2,837","1,493","613","85","3"
"서울특별시 양천구 목5동(1147055000)","40,815","40,815","2,985","7,250","4,163","3,571","8,593","6,878","4,566","1,891","745","173","0"
"서울특별시 양천구 신월1동(1147056000)","20,359","20,359","837","1,237","2,550","2,667","2,916","3,656","3,777","1,970","645","98","6"
"서울특별시 양천구 신월2동(1147057000)","20,523","20,523","1,319","1,703","2,478","2,749","3,262","3,219","3,325","1,803","579","84","2"
"서울특별시 양천구 신월3동(1147058000)","14,971","14,971","758","1,035","1,913","1,923","2,021","2,730","2,626","1,375","537","52","1"
"서울특별시 양천구 신월4동(1147059000)","17,748","17,748","1,245","1,606","2,026","2,191","2,930","2,819","2,792","1,484","578","72","5"
"서울특별시 양천구 신월5동(1147060000)","14,512","14,512","843","1,185","2,025","1,996","2,196","2,437","2,234","1,120","425","51","0"
"서울특별시 양천구 신월6동(1147061000)","13,686","13,686","1,429","1,242","1,503","2,336","2,218","2,004","1,820","825","275","31","3"
"서울특별시 양천구 신월7동(1147061100)","19,364","19,364","879","1,166","2,374","2,568","2,682","3,390","3,490","1,853","862","97","3"
"서울특별시 양천구 신정1동(1147062000)","19,999","19,999","1,632","2,889","2,251","1,820","3,900","3,453","2,336","1,123","499","92","4"
"서울특별시 양천구 신정2동(1147063000)","19,176","19,176","1,175","2,939","2,253","1,654","3,637","3,454","2,381","1,124","472","84","3"
"서울특별시 양천구 신정3동(1147064000)","50,403","50,403","3,606","5,617","6,222","6,160","8,433","8,749","6,599","3,488","1,333","190","6"
"서울특별시 양천구 신정4동(1147065000)","32,715","32,715","1,392","2,214","5,252","4,914","4,896","5,400","4,797","2,767","971","110","2"
"서울특별시 양천구 신정6동(1147067000)","24,357","24,357","1,891","3,563","2,871","2,607","4,544","4,380","2,837","1,133","429","100","2"
"서울특별시 양천구 신정7동(1147068000)","28,669","28,669","1,787","3,232","3,294","2,922","4,854","5,130","4,153","2,128","1,002","161","6"
"서울특별시 강서구 (1150000000)","573,045","573,045","35,133","43,085","84,878","97,794","89,047","83,959","79,457","40,710","16,353","2,540","89"
"서울특별시 강서구 염창동(1150051000)","41,652","41,652","3,783","4,429","5,549","7,253","7,484","5,952","4,454","1,925","718","102","3"
"서울특별시 강서구 등촌제1동(1150052000)","24,777","24,777","1,297","1,239","5,049","6,350","3,381","3,068","2,375","1,138","724","148","8"
"서울특별시 강서구 등촌제2동(1150053000)","20,002","20,002","1,142","1,468","2,970","3,390","2,905","3,218","2,922","1,401","487","99","0"
"서울특별시 강서구 등촌제3동(1150053500)","30,302","30,302","1,583","1,794","3,698","4,627","3,754","4,868","5,495","2,668","1,504","301","10"
"서울특별시 강서구 화곡제1동(1150054000)","51,866","51,866","2,290","2,295","9,550","10,584","7,431","7,177","7,118","3,922","1,326","165","8"
"서울특별시 강서구 화곡제2동(1150055000)","17,699","17,699","973","1,336","2,546","2,789","2,937","2,833","2,463","1,334","431","57","0"
"서울특별시 강서구 화곡제3동(1150056000)","21,504","21,504","1,130","1,631","3,190","3,188","3,141","3,164","3,429","1,897","636","91","7"
"서울특별시 강서구 화곡제4동(1150057000)","20,438","20,438","991","1,310","2,759","3,181","3,208","3,279","3,242","1,730","658","80","0"
"서울특별시 강서구 화곡본동(1150059000)","34,185","34,185","1,821","2,305","6,031","6,337","5,398","4,801","4,372","2,212","794","110","4"
"서울특별시 강서구 화곡제6동(1150059100)","25,109","25,109","1,094","1,559","4,587","4,365","3,543","3,806","3,705","1,721","629","96","4"
"서울특별시 강서구 화곡제8동(1150059300)","24,416","24,416","1,107","1,494","3,958","3,921","3,825","3,642","3,577","2,123","688","77","4"
"서울특별시 강서구 가양제1동(1150060300)","34,179","34,179","1,501","1,790","8,121","8,734","4,569","4,171","3,475","1,204","526","84","4"
"서울특별시 강서구 가양제2동(1150060400)","13,975","13,975","456","405","1,490","2,285","1,413","1,892","3,342","1,733","821","136","2"
"서울특별시 강서구 가양제3동(1150060500)","14,822","14,822","699","470","1,507","3,037","1,823","2,077","2,740","1,626","732","108","3"
"서울특별시 강서구 발산제1동(1150061100)","36,254","36,254","2,829","4,883","4,477","3,936","6,819","5,904","4,156","2,229","868","145","8"
"서울특별시 강서구 우장산동(1150061500)","42,579","42,579","3,275","5,453","5,060","5,029","8,209","6,742","5,086","2,740","871","109","5"
"서울특별시 강서구 공항동(1150062000)","30,674","30,674","3,304","2,181","3,939","5,428","5,192","4,143","3,753","1,836","769","126","3"
"서울특별시 강서구 방화제1동(1150063000)","42,730","42,730","3,571","4,289","4,871","6,040","7,491","6,325","5,933","2,899","1,134","170","7"
"서울특별시 강서구 방화제2동(1150064000)","23,263","23,263","1,102","1,357","3,297","3,776","3,215","3,484","3,840","2,065","988","135","4"
"서울특별시 강서구 방화제3동(1150064100)","22,619","22,619","1,185","1,397","2,229","3,544","3,309","3,413","3,980","2,307","1,049","201","5"
"서울특별시 구로구 (1153000000)","394,850","394,850","24,882","28,826","53,333","60,447","60,646","61,973","57,558","32,632","12,948","1,555","50"
"서울특별시 구로구 신도림동(1153051000)","35,966","35,966","3,312","3,558","4,204","6,012","6,564","5,146","4,206","2,087","774","100","3"
"서울특별시 구로구 구로제1동(1153052000)","20,763","20,763","1,724","1,907","2,613","3,609","3,639","2,964","2,785","1,043","412","62","5"
"서울특별시 구로구 구로제2동(1153053000)","23,492","23,492","761","1,290","3,132","2,780","3,112","4,509","4,068","2,589","1,135","115","1"
"서울특별시 구로구 구로제3동(1153054000)","23,614","23,614","1,098","1,336","4,400","4,798","3,902","3,116","2,630","1,583","679","71","1"
"서울특별시 구로구 구로제4동(1153055000)","19,420","19,420","703","960","2,771","2,805","2,639","3,328","3,097","2,087","940","90","0"
"서울특별시 구로구 구로제5동(1153056000)","29,509","29,509","1,626","1,484","5,208","5,662","4,043","4,450","3,894","2,189","850","100","3"
"서울특별시 구로구 가리봉동(1153059500)","9,050","9,050","215","280","1,663","1,365","974","1,701","1,601","832","369","45","5"
"서울특별시 구로구 고척제1동(1153072000)","21,876","21,876","1,152","1,754","3,046","2,778","3,140","3,724","3,531","1,933","718","97","3"
"서울특별시 구로구 고척제2동(1153073000)","26,433","26,433","1,512","2,153","3,305","3,074","4,003","4,694","4,131","2,396","1,041","120","4"
"서울특별시 구로구 개봉제1동(1153074000)","33,591","33,591","2,100","2,251","4,259","5,008","4,825","5,606","5,307","2,956","1,135","141","3"
"서울특별시 구로구 개봉제2동(1153075000)","30,541","30,541","1,882","2,178","3,541","4,112","4,644","4,760","5,154","3,082","1,054","126","8"
"서울특별시 구로구 개봉제3동(1153076000)","20,201","20,201","1,010","1,343","2,498","2,581","3,065","3,403","3,565","1,892","759","83","2"
"서울특별시 구로구 오류제1동(1153077000)","22,388","22,388","1,070","1,149","3,899","4,462","3,062","3,017","3,013","1,831","791","92","2"
"서울특별시 구로구 오류제2동(1153078000)","38,252","38,252","2,693","3,986","4,419","4,831","6,370","5,834","5,260","3,343","1,322","188","6"
"서울특별시 구로구 수궁동(1153079000)","23,256","23,256","1,330","1,874","2,849","3,133","3,584","3,908","3,685","2,058","745","88","2"
"서울특별시 구로구 항동(1153080000)","16,498","16,498","2,694","1,323","1,526","3,437","3,080","1,813","1,631","731","224","37","2"
"서울특별시 금천구 (1154500000)","231,565","231,565","11,218","13,788","37,263","37,145","31,402","39,021","34,976","18,368","7,453","899","32"
"서울특별시 금천구 가산동(1154551000)","24,067","24,067","628","645","6,934","6,011","2,804","2,843","2,509","1,199","439","54","1"
"서울특별시 금천구 독산제1동(1154561000)","45,827","45,827","3,175","2,344","8,394","9,745","6,605","6,445","5,298","2,637","1,067","114","3"
"서울특별시 금천구 독산제2동(1154562000)","18,588","18,588","792","1,104","2,726","2,524","2,394","3,639","3,182","1,573","574","75","5"
"서울특별시 금천구 독산제3동(1154563000)","24,241","24,241","864","1,243","3,920","3,696","3,013","4,525","4,098","1,969","797","113","3"
"서울특별시 금천구 독산제4동(1154564000)","15,069","15,069","563","886","2,140","2,012","1,903","3,043","2,628","1,376","463","53","2"
"서울특별시 금천구 시흥제1동(1154567000)","32,733","32,733","1,577","2,127","4,674","4,747","4,642","5,713","5,089","2,850","1,157","152","5"
